Date,Open,High,Low,Close,Volume,10ma,50ma
2020-03-25 00:00:00+05:30,945.2822783565156,1129.4249606108303,944.742820562328,1061.4564208984375,33749620,981.3606201171875,1321.3944995117188
2020-03-26 00:00:00+05:30,1074.7463447544335,1095.440932972644,1022.3232694733056,1045.7149658203125,21111073,981.6744750976562,1312.3084912109375
2020-03-27 00:00:00+05:30,1073.961687312064,1086.025311573015,1026.0992595674886,1045.12646484375,19225132,977.7807373046875,1303.319580078125
2020-03-30 00:00:00+05:30,1020.6067777226287,1054.149732196814,1000.4025790928048,1010.65185546875,13951078,979.2274047851563,1293.365576171875
2020-03-31 00:00:00+05:30,1053.316010779452,1108.0929485109705,1027.8646228234618,1092.351318359375,20441125,989.59921875,1284.2001220703125
2020-04-01 00:00:00+05:30,1100.688026148527,1102.9929440285734,1025.1184816471723,1059.691162109375,19197220,1000.5791320800781,1275.3357690429686
2020-04-03 00:00:00+05:30,1112.653580254237,1112.653580254237,1036.0051236604784,1056.748779296875,19091236,1016.2471984863281,1266.3821655273437
2020-04-07 00:00:00+05:30,1080.9251786263142,1190.6752043632382,1078.8654855181212,1182.927001953125,25093419,1034.7006958007812,1259.9629150390624
2020-04-08 00:00:00+05:30,1157.3284577494462,1205.3870390834616,1137.712786728515,1169.2449951171875,23019764,1064.9187316894531,1253.3975268554686
2020-04-09 00:00:00+05:30,1190.6751467629622,1209.1138830887387,1170.0785792568836,1196.5107421875,15244658,1092.0423706054687,1247.481416015625
2020-04-13 00:00:00+05:30,1180.8182396578509,1191.6559817293466,1157.328407848059,1166.3026123046875,10925447,1102.5269897460937,1241.2553784179688
2020-04-15 00:00:00+05:30,1174.0508725329594,1212.2524890703933,1121.0393342433722,1127.7576904296875,16301024,1110.7312622070312,1234.9410717773437
2020-04-16 00:00:00+05:30,1127.757760708807,1164.63536011533,1123.000959254193,1145.608154296875,17285802,1120.7794311523437,1228.8248852539064
2020-04-17 00:00:00+05:30,1192.6366908795603,1206.3676954735836,1169.735326861044,1200.48291015625,15353792,1139.7625366210937,1224.5143237304687
2020-04-20 00:00:00+05:30,1202.4446285204394,1232.8489710165586,1178.905728135138,1219.902587890625,16628269,1152.5176635742187,1221.2218188476563
2020-04-21 00:00:00+05:30,1186.7519427291618,1227.9450786611426,1141.6358178957914,1213.5765380859375,28322996,1167.906201171875,1218.3157446289063
2020-04-22 00:00:00+05:30,1294.6386176585197,1358.2916207839196,1275.022826091045,1337.40087890625,65848350,1195.9714111328126,1217.083876953125
2020-04-23 00:00:00+05:30,1341.078938922669,1359.2235045492114,1327.298863527233,1344.5606689453125,30211857,1212.1347778320312,1215.5616967773437
2020-04-24 00:00:00+05:30,1324.2092914299255,1466.227324884445,1321.3160279967271,1389.77490234375,62296159,1234.1877685546874,1214.7613720703125
2020-04-27 00:00:00+05:30,1406.4482414936292,1446.6604784581648,1395.659568969521,1402.2799072265625,26989849,1254.7646850585938,1214.6848706054689
2020-04-28 00:00:00+05:30,1422.1409543172035,1427.4862220688426,1365.4024605717264,1400.710693359375,36206232,1278.2054931640625,1214.53873046875
2020-04-29 00:00:00+05:30,1417.1388587015294,1425.720752308383,1392.7173181256871,1399.53369140625,17303785,1305.3830932617188,1214.0326440429687
2020-04-30 00:00:00+05:30,1426.0149759472424,1466.2273375559012,1410.420553007754,1437.83349609375,32926121,1334.6056274414063,1213.9482983398439
2020-05-04 00:00:00+05:30,1412.333098487758,1436.8527791492,1390.2163530575683,1407.6253662109375,24670336,1355.319873046875,1213.184267578125
2020-05-05 00:00:00+05:30,1425.769808422095,1450.583659764665,1419.394694421297,1432.586181640625,20723079,1376.588232421875,1212.6556201171875
2020-05-06 00:00:00+05:30,1435.8718831864114,1456.419382829936,1417.7273185759875,1432.684326171875,18685710,1398.4990112304688,1212.31234375
2020-05-07 00:00:00+05:30,1427.044858819742,1484.5680961281653,1417.2370834072435,1477.996826171875,23087436,1412.5586059570312,1213.0881494140624
2020-05-08 00:00:00+05:30,1515.3156645440174,1549.545102453868,1507.5674616354156,1531.79296875,38887255,1431.2818359375,1214.2258642578124
2020-05-11 00:00:00+05:30,1549.6431265334145,1583.9707000984688,1542.091079686674,1546.504638671875,30959745,1446.9548095703126,1216.0079541015625
2020-05-12 00:00:00+05:30,1534.7353135661117,1538.2170436066615,1436.8527485185275,1450.8289794921875,46465281,1451.809716796875,1216.6807739257813
2020-05-13 00:00:00+05:30,1511.8578234229155,1511.8578234229155,1439.5817126764368,1481.6107177734375,30657492,1459.8997192382812,1218.5292602539062
2020-05-14 00:00:00+05:30,1454.433009200988,1481.8582803634322,1415.8692960007554,1421.710693359375,22736607,1462.1174194335938,1219.658369140625
2020-05-15 00:00:00+05:30,1429.680788229257,1452.15563870306,1401.0673466197404,1444.9281005859375,28683258,1462.8268798828126,1221.3646142578125
2020-05-18 00:00:00+05:30,1455.4230838837195,1467.3040886501171,1413.8395672013276,1426.463134765625,28980385,1464.7106567382812,1223.8314306640625
2020-05-19 00:00:00+05:30,1442.5520833179903,1447.20542879121,1389.3350795579752,1394.9290771484375,19528760,1460.9449462890625,1225.9127612304687
2020-05-20 00:00:00+05:30,1396.018095560019,1432.502657786199,1379.1866717128416,1419.4830322265625,25530626,1459.6248168945312,1227.9614331054688
2020-05-21 00:00:00+05:30,1420.7702283106569,1446.9578960216468,1410.869390482708,1426.958251953125,18076017,1454.5209594726562,1230.2213940429688
2020-05-22 00:00:00+05:30,1437.403688853933,1443.5421599831775,1412.354520724282,1417.3544921875,17458065,1443.0771118164062,1232.8493115234376
2020-05-26 00:00:00+05:30,1433.7898275573789,1435.3243848762656,1402.2556838338755,1409.9288330078125,15329472,1429.41953125,1236.1162841796875
2020-05-27 00:00:00+05:30,1416.8099304793316,1439.5818580831224,1397.9983381109826,1431.2156982421875,16460756,1427.458203125,1242.8857250976562
2020-05-28 00:00:00+05:30,1440.571933305209,1465.076507428442,1434.6314304874556,1457.65087890625,18518271,1425.0622192382812,1249.4110083007813
2020-05-29 00:00:00+05:30,1453.4428170533322,1457.4031517047038,1438.2450570006586,1449.8785400390625,18470390,1427.87900390625,1257.55705078125
2020-06-01 00:00:00+05:30,1465.3239486083455,1523.095311194012,1461.3140610807206,1505.2738037109375,18434012,1433.91357421875,1265.98125
2020-06-02 00:00:00+05:30,1510.8676723431445,1524.7288436490448,1505.719285630596,1520.471435546875,10224049,1443.314404296875,1276.4669750976564
2020-06-03 00:00:00+05:30,1529.679427361851,1544.5306839381792,1518.144927248935,1526.3626708984375,11713461,1456.457763671875,1287.2215649414063
2020-06-04 00:00:00+05:30,1528.6892325457154,1573.7380408882218,1525.7189814462097,1564.13427734375,15784379,1470.9228881835938,1299.5064099121093
2020-06-05 00:00:00+05:30,1579.1835427573335,1601.955468452267,1558.0947110524417,1566.015380859375,15264885,1484.8286010742188,1312.8253552246094
2020-06-08 00:00:00+05:30,1602.3515195352384,1602.3515195352384,1549.4810246190816,1553.9364013671875,14497996,1498.4867919921876,1323.9362426757812
2020-06-09 00:00:00+05:30,1544.8276890360896,1567.3025413162118,1517.7983549196165,1521.9072265625,11933076,1509.6846313476562,1337.0330944824218
2020-06-10 00:00:00+05:30,1527.798079772479,1563.8867018890303,1524.778397109168,1556.56005859375,10214213,1522.2190673828125,1349.65880859375
2020-06-11 00:00:00+05:30,1550.4710772655803,1552.4016921404668,1515.818147697065,1522.45166015625,9408046,1528.6991455078125,1358.8787133789062
2020-06-12 00:00:00+05:30,1485.1256775601305,1577.2034695688585,1482.15542620501,1573.045166015625,17790311,1541.0158081054688,1369.4253173828124
2020-06-15 00:00:00+05:30,1549.4810959056565,1610.81673694917,1545.6197450410173,1598.539794921875,24509058,1550.3424072265625,1380.493583984375
2020-06-16 00:00:00+05:30,1626.7074907121068,1632.2025034951432,1569.579710562982,1601.6583251953125,23622794,1558.4610961914063,1392.3137133789062
2020-06-17 00:00:00+05:30,1592.3020950095242,1619.232323043184,1586.2130561418908,1599.3316650390625,19282411,1565.7579956054688,1402.4533203125
2020-06-18 00:00:00+05:30,1591.0646158795494,1648.489474448942,1589.6784744317697,1639.479736328125,18677617,1573.2925415039062,1414.049091796875
2020-06-19 00:00:00+05:30,1653.4398579616118,1771.061855482694,1645.5191879833526,1741.953369140625,48828609,1590.8863403320313,1427.75318359375
2020-06-22 00:00:00+05:30,1755.8144982440751,1786.309004391435,1717.7952591153207,1728.834716796875,27781693,1608.376171875,1438.671337890625
2020-06-23 00:00:00+05:30,1732.646618970176,1746.2602709763703,1699.0827545793006,1703.835205078125,17519493,1626.5689697265625,1449.3631420898437
2020-06-24 00:00:00+05:30,1718.6864090700492,1755.1214186235368,1694.7263097585198,1710.7161865234375,23807033,1641.9845825195312,1459.6472509765624
2020-06-25 00:00:00+05:30,1709.8746059574771,1731.6564480715854,1696.0629862336002,1700.8648681640625,18312025,1659.8259033203126,1470.33849609375
2020-06-26 00:00:00+05:30,1711.6568424628028,1734.6267372144027,1699.9738058202793,1724.37939453125,14270458,1674.959326171875,1482.2709301757814
2020-06-29 00:00:00+05:30,1710.9143008381702,1722.498232560891,1698.538253758411,1706.0628662109375,11824524,1685.7116333007812,1493.4800244140624
2020-06-30 00:00:00+05:30,1719.775439045896,1723.7357739659788,1678.7365167804717,1687.20166015625,13972563,1694.265966796875,1503.2143994140624
2020-07-01 00:00:00+05:30,1702.944056936922,1731.6564858038817,1691.1126044201596,1720.3695068359375,13136179,1706.3697509765625,1513.2237377929687
2020-07-02 00:00:00+05:30,1732.1956819000238,1756.6431698431145,1724.2950100175003,1749.4381103515625,13286365,1717.3655883789063,1523.9409692382812
2020-07-03 00:00:00+05:30,1768.7676164805334,1781.885745220506,1757.0407125208335,1776.8173828125,13583909,1720.8519897460938,1532.7292993164062
2020-07-06 00:00:00+05:30,1793.8114588542371,1846.4829310532812,1780.991397018534,1840.3214111328125,21697962,1732.0006591796875,1542.6445141601562
2020-07-07 00:00:00+05:30,1848.4704595124472,1852.793471001805,1795.1033770293975,1812.14697265625,16239990,1742.8318359375,1551.0919555664063
2020-07-08 00:00:00+05:30,1812.7433087030493,1823.5756458156432,1778.9043259328942,1786.854736328125,12093186,1750.4456909179687,1558.7834521484374
2020-07-09 00:00:00+05:30,1797.786667867574,1823.625503337202,1775.1776868316497,1812.942138671875,16807336,1761.65341796875,1567.0280810546874
2020-07-10 00:00:00+05:30,1817.1656666765896,1872.917895025597,1812.9420111757008,1866.4085693359373,20195218,1775.8563354492187,1576.3655786132813
2020-07-13 00:00:00+05:30,1891.5516581216757,1935.6267210020112,1888.222448068072,1923.0054931640625,32124262,1797.5505981445312,1586.0690185546875
2020-07-14 00:00:00+05:30,1922.0116872931744,1929.6639086705943,1875.601215758343,1905.1170654296875,31073305,1819.342138671875,1596.0188525390624
2020-07-15 00:00:00+05:30,1925.937291105001,1966.53417358583,1786.8548397304178,1832.5697021484373,64457578,1830.562158203125,1604.0185229492188
2020-07-16 00:00:00+05:30,1835.5510491828657,1857.414678355591,1801.2151648429722,1831.973388671875,28133826,1838.8156860351562,1612.0043041992187
2020-07-17 00:00:00+05:30,1833.56335683726,1908.0984526436523,1826.6067478953296,1899.849853515625,22948894,1851.1189331054688,1620.4413647460938
2020-07-20 00:00:00+05:30,1905.9121870346603,1920.0241170089616,1887.8746691261197,1907.9991455078125,16887635,1857.8867065429688,1627.96548828125
2020-07-21 00:00:00+05:30,1926.9806990157476,1964.7451479907847,1924.4961957937053,1959.3289794921875,19463004,1872.6049072265625,1636.2219750976562
2020-07-22 00:00:00+05:30,1970.708052766537,1997.5406888859,1948.5462344091632,1991.577880859375,27584518,1893.0772216796875,1647.036953125
2020-07-23 00:00:00+05:30,1991.5280158320213,2066.808462387614,1979.006144034016,2045.0443115234373,26921017,1916.2874389648437,1658.305625
2020-07-24 00:00:00+05:30,2045.2431873483467,2149.5923295599973,2045.044475602924,2132.8466796875,55655668,1942.93125,1672.5283447265624
2020-07-27 00:00:00+05:30,2165.2944807445024,2185.1705082111725,2114.709845265454,2142.83447265625,37060665,1964.9141479492187,1686.4864721679687
2020-07-28 00:00:00+05:30,2142.8342009172807,2180.399936590926,2137.318555469277,2164.200927734375,25435297,1990.8225341796874,1701.2412280273438
2020-07-29 00:00:00+05:30,2164.399926505544,2169.2696988395405,2057.616016845988,2083.653564453125,33534147,2015.9309204101562,1715.0157177734375
2020-07-30 00:00:00+05:30,2085.9890358133102,2126.4367022748006,2059.156399335483,2095.778076171875,33623699,2042.3113891601563,1728.5416186523437
2020-07-31 00:00:00+05:30,2101.3929521183927,2115.803071676547,2040.075457420532,2054.286865234375,34593133,2057.755090332031,1741.0881909179689
2020-08-03 00:00:00+05:30,2038.5845952077163,2044.2492139255185,1990.683301169557,1996.5467529296875,21559142,2066.6098510742186,1752.6720361328125
2020-08-04 00:00:00+05:30,2008.0747605050617,2153.567286247548,1987.8509295416047,2137.26904296875,42476932,2084.403857421875,1767.2188403320313
2020-08-05 00:00:00+05:30,2155.5550941286733,2182.387730155171,2105.169415004372,2113.268798828125,34404810,2096.57294921875,1780.85990234375
2020-08-06 00:00:00+05:30,2143.6295361522816,2154.263162191882,2094.7345577056976,2120.87158203125,22762545,2104.1556762695313,1794.12431640625
2020-08-07 00:00:00+05:30,2116.598080614004,2144.424517320962,2107.057490977852,2133.144775390625,15222303,2104.1854858398438,1807.7896411132813
2020-08-10 00:00:00+05:30,2145.716416598761,2151.579747034,2095.03255188803,2106.709716796875,12441573,2100.5730102539064,1819.818359375
2020-08-11 00:00:00+05:30,2121.567043477997,2146.610787473062,2087.330637545836,2120.5732421875,21611256,2096.210241699219,1831.8203955078125
2020-08-12 00:00:00+05:30,2107.852679224065,2131.703911803687,2093.740748473246,2114.411865234375,13967116,2099.2860717773438,1843.5813793945313
2020-08-13 00:00:00+05:30,2114.8090650198337,2125.6414016196427,2096.920642477373,2108.89599609375,11459190,2100.597863769531,1854.4766137695312
2020-08-14 00:00:00+05:30,2109.393027120705,2143.6294338554826,2076.299394845882,2100.697265625,15333164,2105.238903808594,1865.1702514648437
2020-08-17 00:00:00+05:30,2091.951765491462,2091.951765491462,2057.2681966917057,2078.386474609375,14296834,2113.4228759765624,1875.6592529296875
2020-08-18 00:00:00+05:30,2072.075643546283,2121.0700945786093,2069.442167237285,2105.417724609375,14097746,2110.237744140625,1887.329462890625
2020-08-19 00:00:00+05:30,2127.7287769580644,2140.6481950339426,2108.2006766865966,2118.33740234375,15731396,2110.7446044921876,1898.565009765625
2020-08-20 00:00:00+05:30,2106.858963082557,2110.734691482593,2075.057318356783,2084.05126953125,10401212,2107.0625732421877,1909.797001953125
2020-08-21 00:00:00+05:30,2104.8711320802067,2108.846337239943,2064.125279192913,2068.9453125,11667129,2100.642626953125,1919.7150048828125
2020-08-24 00:00:00+05:30,2078.4361442167524,2091.4550395657507,2057.6657920745483,2082.75927734375,15098991,2098.2475830078124,1929.39939453125
2020-08-25 00:00:00+05:30,2092.9456024085507,2098.212797986602,2065.119165149558,2069.19384765625,8947563,2093.1096435546874,1938.7501049804687
2020-08-26 00:00:00+05:30,2072.075658461746,2134.635400200162,2034.311210010165,2124.051513671875,27630190,2094.0736083984375,1949.244501953125
2020-08-27 00:00:00+05:30,2134.6854093305533,2136.6730121325368,2090.212796636167,2097.517333984375,12961252,2092.9357421875,1958.40525390625
2020-08-28 00:00:00+05:30,2106.858947246979,2119.6788881297816,2093.19417813158,2103.03271484375,12537520,2093.169287109375,1965.6268408203125
2020-08-31 00:00:00+05:30,2160.524207845377,2160.524207845377,2047.5787776554355,2067.802490234375,28648125,2092.110888671875,1972.4061962890626
2020-09-01 00:00:00+05:30,2086.9827341784944,2109.243786292157,2049.615708172771,2074.311767578125,17821397,2089.00029296875,1979.8157275390624
2020-09-02 00:00:00+05:30,2079.0324950697523,2124.7473587280733,2072.075885382616,2115.008056640625,12437162,2088.6673583984375,1987.9015649414061
2020-09-03 00:00:00+05:30,2114.8091560416974,2125.4925199643703,2089.964123663388,2099.0078125,8577634,2090.1630126953123,1995.864423828125
2020-09-04 00:00:00+05:30,2070.634776099894,2083.951616655232,2059.3550341362297,2064.373779296875,13141644,2089.705859375,2002.6643115234374
2020-09-07 00:00:00+05:30,2071.081963215902,2092.6971420546474,2031.578360510608,2069.740234375,10119064,2088.403955078125,2009.9378588867187
2020-09-08 00:00:00+05:30,2079.032321663572,2107.8525593921777,2067.6036067022283,2094.038818359375,12643749,2090.8884521484374,2018.0746020507813
2020-09-09 00:00:00+05:30,2072.075806883402,2154.3626068764584,2068.54776357884,2147.95263671875,25525961,2093.278564453125,2026.6262646484374
2020-09-10 00:00:00+05:30,2169.567754516338,2330.4143522686245,2161.8657943013422,2299.65625,64750460,2113.4924560546874,2037.6306274414062
2020-09-11 00:00:00+05:30,2297.668645260804,2323.358506360153,2272.923089514571,2305.37060546875,27445768,2133.7262451171873,2048.2016918945315
2020-09-14 00:00:00+05:30,2310.5881355006686,2345.3711827017537,2267.854677510764,2288.27734375,20335273,2155.77373046875,2057.160810546875
2020-09-15 00:00:00+05:30,2297.618943584471,2311.333450507001,2273.9664233307267,2304.476318359375,12542824,2178.790185546875,2067.0073974609377
2020-09-16 00:00:00+05:30,2305.619024683141,2354.6632160737536,2296.2276508882264,2310.140869140625,15668979,2198.303466796875,2077.4731201171876
2020-09-17 00:00:00+05:30,2305.6192563893424,2319.2342870934235,2277.6438439284675,2284.5009765625,11919927,2216.852783203125,2086.904296875
2020-09-18 00:00:00+05:30,2299.9047648771248,2305.072483350636,2262.438502660065,2291.40771484375,15264068,2239.5561767578124,2095.404279785156
2020-09-21 00:00:00+05:30,2285.7429283800084,2321.519774215521,2233.419388396476,2241.86669921875,15519031,2256.7688232421874,2101.78150390625
2020-09-22 00:00:00+05:30,2262.885514863303,2262.885514863303,2187.903256802706,2197.443603515625,16056620,2267.1093017578123,2107.6280346679687
2020-09-23 00:00:00+05:30,2245.9908724152947,2262.6370437042133,2191.629991418129,2216.971923828125,19839282,2274.01123046875,2115.3160791015625
2020-09-24 00:00:00+05:30,2194.213890723028,2212.2017921032616,2162.561463487856,2167.679443359375,13764841,2260.8135498046877,2122.0302001953123
2020-09-25 00:00:00+05:30,2175.431018268355,2199.0835374355565,2153.8655788557435,2188.05224609375,13095028,2249.0817138671873,2127.794248046875
2020-09-28 00:00:00+05:30,2213.195571374436,2224.127386051184,2193.369283281607,2202.51220703125,9076248,2240.5052001953127,2133.6845092773438
2020-09-29 00:00:00+05:30,2211.2080232934327,2249.966276285992,2202.5122614040765,2231.1337890625,11926328,2233.170947265625,2139.12060546875
2020-09-30 00:00:00+05:30,2245.990905930114,2252.9475149307827,2211.207860926772,2220.5,11290667,2224.2068603515627,2143.6990478515627
2020-10-01 00:00:00+05:30,2249.767386706381,2249.767386706381,2200.276034425556,2211.456298828125,9591456,2216.902392578125,2147.027287597656
2020-10-05 00:00:00+05:30,2230.089988589775,2235.207967938711,2192.3255413676666,2198.487060546875,8732869,2207.6103271484376,2148.3400952148436
2020-10-06 00:00:00+05:30,2211.45646894482,2220.052753629159,2188.002659876335,2196.64892578125,8497216,2203.0885498046873,2149.4163842773437
2020-10-07 00:00:00+05:30,2221.145819274294,2294.6871126193937,2206.23880035299,2243.50634765625,24538346,2207.69482421875,2151.0024926757815
2020-10-08 00:00:00+05:30,2244.997205179957,2253.9414171527856,2208.326033142271,2225.36962890625,9727405,2208.5345947265623,2153.8368139648437
2020-10-09 00:00:00+05:30,2221.145909293085,2239.0343327236333,2203.3569630436145,2219.60546875,8558745,2213.727197265625,2156.313361816406
2020-10-12 00:00:00+05:30,2221.146008324605,2241.7673862542406,2212.450246547048,2223.183349609375,6565515,2217.2403076171877,2159.691291503906
2020-10-13 00:00:00+05:30,2216.7734409019104,2271.5814896025336,2212.052884377526,2266.562744140625,10666190,2223.645361328125,2165.091611328125
2020-10-14 00:00:00+05:30,2264.773768098081,2289.7182786885246,2254.4383312521345,2273.320556640625,12341434,2227.8640380859374,2167.8126416015625
2020-10-15 00:00:00+05:30,2275.804916094848,2275.804916094848,2181.3937951214807,2192.822509765625,9246702,2225.0962890625,2169.4037158203123
2020-10-16 00:00:00+05:30,2201.2697034596986,2218.661224818861,2159.1821247196253,2162.312744140625,9960828,2220.18193359375,2170.2325390625
